Experiment_Name,Generation,Fitness_Mean,Fitness_Median,Fitness_Std
inversion_mutation__swap_time_slots_crossover,0,0.6903040160392043,0.685997595829198,0.007501681250655915
inversion_mutation__swap_time_slots_crossover,1,0.7051918323270356,0.700838424695045,0.013360944004623516
inversion_mutation__swap_time_slots_crossover,2,0.7185407195072038,0.7199086961675286,0.015716989856964996
inversion_mutation__swap_time_slots_crossover,3,0.7287395973053208,0.7296154176945671,0.016868553677261637
inversion_mutation__swap_time_slots_crossover,4,0.7389238006070221,0.7428433780247328,0.016375277121665293
inversion_mutation__swap_time_slots_crossover,5,0.7481835382214554,0.7494801707806902,0.01478583424434571
inversion_mutation__swap_time_slots_crossover,6,0.756881683010949,0.7551337044744751,0.012216222609259685
inversion_mutation__swap_time_slots_crossover,7,0.7623623882994494,0.7616871912182124,0.01320461509610741
inversion_mutation__swap_time_slots_crossover,8,0.7673620589011106,0.7686957705631046,0.01358433564468385
inversion_mutation__swap_time_slots_crossover,9,0.7730181346506826,0.7725365094105776,0.015157742754574722
inversion_mutation__swap_time_slots_crossover,10,0.7749207940904344,0.77756950078262,0.014999039786446683
inversion_mutation__swap_time_slots_crossover,11,0.7765786834027356,0.778456849286257,0.015325155361228084
inversion_mutation__swap_time_slots_crossover,12,0.7806205472051757,0.7829654540861437,0.015822076050099814
inversion_mutation__swap_time_slots_crossover,13,0.7823046831249728,0.7856454173331129,0.015338589639105952
inversion_mutation__swap_time_slots_crossover,14,0.7839201450661707,0.7860899148931604,0.015390270596731804
inversion_mutation__swap_time_slots_crossover,15,0.7850156239153434,0.7870329932739378,0.015694399290725657
inversion_mutation__swap_time_slots_crossover,16,0.7870876683779741,0.7887173873380771,0.016369253605467673
inversion_mutation__swap_time_slots_crossover,17,0.7879721679892557,0.7905535991914786,0.0163527073494491
inversion_mutation__swap_time_slots_crossover,18,0.7893201715695762,0.7916103602734852,0.01609056788257452
inversion_mutation__swap_time_slots_crossover,19,0.7900523889754827,0.7926207395626724,0.01587774208101185
inversion_mutation__swap_time_slots_crossover,20,0.7904691328424212,0.7930536399955729,0.015908652454316805
inversion_mutation__swap_time_slots_crossover,21,0.7918738955974365,0.7930536399955729,0.015778110840969084
inversion_mutation__swap_time_slots_crossover,22,0.7920893762741392,0.7930536399955729,0.015480018703339555
inversion_mutation__swap_time_slots_crossover,23,0.792519794218433,0.7931411928921146,0.015376888568263246
inversion_mutation__swap_time_slots_crossover,24,0.7928426570000021,0.7937531696134479,0.015656029401267948
inversion_mutation__swap_time_slots_crossover,25,0.7936755835131751,0.7948024037201087,0.0156496548841468
inversion_mutation__swap_time_slots_crossover,26,0.7951385346552052,0.7948024037201087,0.015037525821021965
inversion_mutation__swap_time_slots_crossover,27,0.7962522402677391,0.7951622470241388,0.014322918637894023
inversion_mutation__swap_time_slots_crossover,28,0.7971150395344341,0.7973782766479904,0.014287117844254762
inversion_mutation__swap_time_slots_crossover,29,0.7976663836968955,0.7973782766479904,0.013873795187822472
inversion_mutation__swap_time_slots_crossover,30,0.7982070424603732,0.7978971933601027,0.013683005455500065
inversion_mutation__swap_time_slots_crossover,31,0.7985588610607443,0.798278413567338,0.01360818258257028
inversion_mutation__swap_time_slots_crossover,32,0.7990417495407903,0.7984989230604906,0.01329709110636566
inversion_mutation__swap_time_slots_crossover,33,0.7994207546427651,0.7984989230604906,0.013362680408568244
inversion_mutation__swap_time_slots_crossover,34,0.7996627714209762,0.798834507929012,0.013435833139810439
inversion_mutation__swap_time_slots_crossover,35,0.7998748632212097,0.7996235495530282,0.013407841331380208
inversion_mutation__swap_time_slots_crossover,36,0.8001283644553322,0.800005119016119,0.0133211769914035
inversion_mutation__swap_time_slots_crossover,37,0.8005352168940664,0.8000665658868451,0.013301626026798012
inversion_mutation__swap_time_slots_crossover,38,0.8005544569133064,0.8000665658868451,0.013310543695766702
inversion_mutation__swap_time_slots_crossover,39,0.8009145074056752,0.8009929412602048,0.013434430460749925
inversion_mutation__swap_time_slots_crossover,40,0.801121611756158,0.8009929412602048,0.013349410751766471
inversion_mutation__swap_time_slots_crossover,41,0.801121611756158,0.8009929412602048,0.013349410751766471
inversion_mutation__swap_time_slots_crossover,42,0.801121611756158,0.8009929412602048,0.013349410751766471
inversion_mutation__swap_time_slots_crossover,43,0.801152136786683,0.8009929412602048,0.013355056593111774
inversion_mutation__swap_time_slots_crossover,44,0.801152136786683,0.8009929412602048,0.013355056593111774
inversion_mutation__swap_time_slots_crossover,45,0.8012084906891908,0.801838249797821,0.013361014255496568
inversion_mutation__swap_time_slots_crossover,46,0.8012272753233599,0.8021200193103597,0.013364531009110838
inversion_mutation__swap_time_slots_crossover,47,0.8012650682182957,0.8021200193103597,0.013358502826009528
inversion_mutation__swap_time_slots_crossover,48,0.8013120298037187,0.8021515159598935,0.01337051064369849
inversion_mutation__swap_time_slots_crossover,49,0.801545102394159,0.8030548249361636,0.013349403495614056
inversion_mutation__swap_time_slots_crossover,50,0.8017086425576991,0.8030548249361636,0.01342548044954692
inversion_mutation__swap_time_slots_crossover,51,0.802165235912621,0.804723379769813,0.013256325814103099
inversion_mutation__swap_time_slots_crossover,52,0.8022378926930325,0.8053338803803136,0.013275513077482681
inversion_mutation__swap_time_slots_crossover,53,0.8022378926930325,0.8053338803803136,0.013275513077482681
inversion_mutation__swap_time_slots_crossover,54,0.8022378926930325,0.8053338803803136,0.013275513077482681
inversion_mutation__swap_time_slots_crossover,55,0.8022378926930325,0.8053338803803136,0.013275513077482681
