Experiment_Name,Generation,Fitness_Mean,Fitness_Median,Fitness_Std
swap_stages_slots_mutation__swap_time_slots_crossover,0,0.6931208149965715,0.689420062139831,0.011365811918048772
swap_stages_slots_mutation__swap_time_slots_crossover,1,0.7081679757961179,0.7046516308424544,0.01477362018772481
swap_stages_slots_mutation__swap_time_slots_crossover,2,0.7216311425647529,0.7210524400813447,0.013860525289613675
swap_stages_slots_mutation__swap_time_slots_crossover,3,0.734035959520613,0.734459582979839,0.012329450009092528
swap_stages_slots_mutation__swap_time_slots_crossover,4,0.7413949922598156,0.7433731814156663,0.014454925859183978
swap_stages_slots_mutation__swap_time_slots_crossover,5,0.7501700067555344,0.7527261779421041,0.016520120913074338
swap_stages_slots_mutation__swap_time_slots_crossover,6,0.7573911925948028,0.7553268222279541,0.016457795378142608
swap_stages_slots_mutation__swap_time_slots_crossover,7,0.7647171029551301,0.7650157708615519,0.01610185021453773
swap_stages_slots_mutation__swap_time_slots_crossover,8,0.770915654751221,0.7720526361041966,0.015120828278719325
swap_stages_slots_mutation__swap_time_slots_crossover,9,0.7762313301276575,0.7767134983272013,0.01514583636822368
swap_stages_slots_mutation__swap_time_slots_crossover,10,0.7803690801262646,0.7837274008116816,0.015446575677057782
swap_stages_slots_mutation__swap_time_slots_crossover,11,0.7857939974168239,0.7886018168599305,0.015217871173293061
swap_stages_slots_mutation__swap_time_slots_crossover,12,0.7895584189793329,0.7918002027965354,0.015717269991862112
swap_stages_slots_mutation__swap_time_slots_crossover,13,0.7942576743565334,0.7959298034593785,0.015094372766289551
swap_stages_slots_mutation__swap_time_slots_crossover,14,0.7972130143144901,0.7989171620610092,0.014758054165465658
swap_stages_slots_mutation__swap_time_slots_crossover,15,0.8010387377275504,0.8025506909466615,0.01386878776753427
swap_stages_slots_mutation__swap_time_slots_crossover,16,0.8035101533342341,0.8039226769490541,0.012545320990298264
swap_stages_slots_mutation__swap_time_slots_crossover,17,0.8053278496444298,0.8051795430816004,0.012742827180113797
swap_stages_slots_mutation__swap_time_slots_crossover,18,0.8071449022101845,0.8066216700090939,0.013080300821641713
swap_stages_slots_mutation__swap_time_slots_crossover,19,0.8081222940838894,0.8088519379508481,0.012360653512434427
swap_stages_slots_mutation__swap_time_slots_crossover,20,0.8097473273635442,0.8099317066728169,0.011862320039387664
swap_stages_slots_mutation__swap_time_slots_crossover,21,0.8135294795738354,0.8126627724715235,0.010704349858322902
swap_stages_slots_mutation__swap_time_slots_crossover,22,0.81459873357219,0.8133857234987342,0.009828062323801644
swap_stages_slots_mutation__swap_time_slots_crossover,23,0.816477035270304,0.8145681491071163,0.00993311679305698
swap_stages_slots_mutation__swap_time_slots_crossover,24,0.8168873978931348,0.8156216775440118,0.01004455583109549
swap_stages_slots_mutation__swap_time_slots_crossover,25,0.8182209133649743,0.818327890336004,0.009733433193134276
swap_stages_slots_mutation__swap_time_slots_crossover,26,0.8199997230353414,0.8185469302531908,0.00947677537482333
swap_stages_slots_mutation__swap_time_slots_crossover,27,0.8202006072724647,0.8185469302531908,0.0093461852886118
swap_stages_slots_mutation__swap_time_slots_crossover,28,0.8207381883587617,0.8185469302531908,0.009101472661151206
swap_stages_slots_mutation__swap_time_slots_crossover,29,0.8214721418658677,0.8185469302531908,0.009578511873038934
swap_stages_slots_mutation__swap_time_slots_crossover,30,0.8222580448249928,0.8212419000583742,0.00920078991537966
swap_stages_slots_mutation__swap_time_slots_crossover,31,0.8226196289441645,0.8213638083837267,0.009168336438454579
swap_stages_slots_mutation__swap_time_slots_crossover,32,0.8237844634852343,0.8227790696223872,0.009204043235927956
swap_stages_slots_mutation__swap_time_slots_crossover,33,0.8244651346825388,0.8228656568980425,0.008953094249203184
swap_stages_slots_mutation__swap_time_slots_crossover,34,0.8248469797419946,0.8242053781607535,0.009288552026133632
swap_stages_slots_mutation__swap_time_slots_crossover,35,0.825082949931453,0.8242053781607535,0.009302114739573751
swap_stages_slots_mutation__swap_time_slots_crossover,36,0.8257036663490726,0.8247893798923127,0.009066322257492938
swap_stages_slots_mutation__swap_time_slots_crossover,37,0.8259946264756114,0.8247893798923127,0.008978216914515596
swap_stages_slots_mutation__swap_time_slots_crossover,38,0.8265836879139102,0.8260945736283255,0.008739585906548305
swap_stages_slots_mutation__swap_time_slots_crossover,39,0.8268523736791383,0.8260945736283255,0.00879827456800181
swap_stages_slots_mutation__swap_time_slots_crossover,40,0.8269476705282438,0.8260945736283255,0.008777231301018365
swap_stages_slots_mutation__swap_time_slots_crossover,41,0.8272510737565406,0.8260945736283255,0.008701155697676446
swap_stages_slots_mutation__swap_time_slots_crossover,42,0.8276278796115181,0.8274412122178854,0.008592654339564128
swap_stages_slots_mutation__swap_time_slots_crossover,43,0.8279655766905205,0.8276879430345643,0.00852151764412234
swap_stages_slots_mutation__swap_time_slots_crossover,44,0.8287008660888812,0.8280899506155464,0.008722225344155765
swap_stages_slots_mutation__swap_time_slots_crossover,45,0.8289221634564679,0.8282275779208037,0.008762663023833165
swap_stages_slots_mutation__swap_time_slots_crossover,46,0.8293066575114781,0.8282275779208037,0.008813366840967143
swap_stages_slots_mutation__swap_time_slots_crossover,47,0.8298388465767393,0.8306632365751345,0.00876272133325508
swap_stages_slots_mutation__swap_time_slots_crossover,48,0.8302029528298287,0.8306632365751345,0.00867427941928099
swap_stages_slots_mutation__swap_time_slots_crossover,49,0.8305848191218673,0.8306632365751345,0.009078268078211223
swap_stages_slots_mutation__swap_time_slots_crossover,50,0.8310140049532141,0.8313555763849513,0.008911737017874156
